,date,lat,lon,temperature
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.247362000999914,22.601171
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.247362000999914,24.043348
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.247362000999914,23.89256
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.247362000999914,23.970558
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.247362000999914,23.983559
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.247362000999914,23.49093
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.247362000999914,23.47858
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.247362000999914,23.348206
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.247362000999914,23.845592
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.247362000999914,23.806593
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.247362000999914,23.774094
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.247362000999914,23.748093
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.247362000999914,23.619692
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.217362000999913,23.38514
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.217362000999913,23.450138
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.217362000999913,23.459885
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.217362000999913,23.270094
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.217362000999913,23.270094
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.217362000999913,23.276594
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.217362000999913,22.790466
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.217362000999913,22.784616
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.217362000999913,23.377449
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.217362000999913,23.881336
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.217362000999913,23.868336
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.217362000999913,23.796837
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.217362000999913,23.718836
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.217362000999913,23.700935
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.18736200099991,23.398138
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.18736200099991,23.456638
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.18736200099991,23.407885
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.18736200099991,23.270094
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.18736200099991,23.244093
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.18736200099991,23.276594
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.18736200099991,22.770966
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.18736200099991,22.784616
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.18736200099991,23.38395
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.18736200099991,23.887836
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.18736200099991,23.874836
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.18736200099991,23.692837
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.18736200099991,23.660336
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.18736200099991,23.629435
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.15736200099991,23.313639
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.15736200099991,23.39164
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.15736200099991,23.485884
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.15736200099991,23.276594
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.15736200099991,23.205093
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.15736200099991,23.094593
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.15736200099991,22.744967
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.15736200099991,22.648117
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.15736200099991,23.38395
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.15736200099991,23.861835
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.15736200099991,23.881336
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.15736200099991,23.790337
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.15736200099991,23.757837
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.15736200099991,23.661934
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.12736200099991,23.327831
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.12736200099991,23.483831
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.12736200099991,23.454576
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.12736200099991,23.42046
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.12736200099991,23.38146
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.12736200099991,23.205961
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.12736200099991,23.01858
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.12736200099991,22.992579
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.12736200099991,23.754412
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.12736200099991,23.787338
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.12736200099991,23.806839
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.12736200099991,23.806839
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.12736200099991,23.67034
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.12736200099991,23.702559
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.097362000999908,23.334332
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.097362000999908,23.41233
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.097362000999908,23.545576
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.097362000999908,23.42696
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.097362000999908,23.38146
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.097362000999908,23.303461
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.097362000999908,23.005579
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.097362000999908,23.10958
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.097362000999908,23.754412
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.097362000999908,23.800339
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.097362000999908,23.76784
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.097362000999908,23.806839
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.097362000999908,23.806839
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.097362000999908,23.87156
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.067362000999907,23.321331
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.067362000999907,23.34083
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.067362000999907,23.506577
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.067362000999907,23.42046
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.067362000999907,23.26446
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.067362000999907,23.22546
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.067362000999907,23.005579
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.067362000999907,23.155079
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.067362000999907,23.754412
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.067362000999907,23.806839
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.067362000999907,23.774338
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.067362000999907,23.683338
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.067362000999907,23.67034
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.067362000999907,23.715559
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.037362000999906,23.3522
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.037362000999906,23.3717
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.037362000999906,23.472445
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.037362000999906,23.559471
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.037362000999906,23.552973
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.037362000999906,23.474972
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.037362000999906,23.162657
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.037362000999906,23.305656
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.037362000999906,23.930988
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.037362000999906,23.794699
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.037362000999906,23.827198
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.037362000999906,23.820698
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.037362000999906,23.638699
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.037362000999906,23.61917
0,1950-01-01 00:00:00+00:00,13.184655303000165,-16.007362000999905,22.80818
0,1950-01-01 00:00:00+00:00,13.214655303000162,-16.007362000999905,22.834179
0,1950-01-01 00:00:00+00:00,13.244655303000162,-16.007362000999905,22.694988
0,1950-01-01 00:00:00+00:00,13.27465530300016,-16.007362000999905,22.775515
0,1950-01-01 00:00:00+00:00,13.30465530300016,-16.007362000999905,22.814516
0,1950-01-01 00:00:00+00:00,13.33465530300016,-16.007362000999905,22.626015
0,1950-01-01 00:00:00+00:00,13.36465530300016,-16.007362000999905,22.385199
0,1950-01-01 00:00:00+00:00,13.394655303000158,-16.007362000999905,22.586699
0,1950-01-01 00:00:00+00:00,13.424655303000158,-16.007362000999905,22.812271
0,1950-01-01 00:00:00+00:00,13.454655303000155,-16.007362000999905,22.695482
0,1950-01-01 00:00:00+00:00,13.484655303000157,-16.007362000999905,22.70198
0,1950-01-01 00:00:00+00:00,13.514655303000156,-16.007362000999905,22.682482
0,1950-01-01 00:00:00+00:00,13.544655303000155,-16.007362000999905,22.519981
0,1950-01-01 00:00:00+00:00,13.574655303000156,-16.007362000999905,22.539452
