lon,lat
-16.767362000999935,13.164655303000169
-16.767362000999935,13.214655303000168
-16.767362000999935,13.264655303000168
-16.767362000999935,13.314655303000167
-16.767362000999935,13.36465530300017
-16.717362000999934,13.164655303000169
-16.717362000999934,13.214655303000168
-16.717362000999934,13.264655303000168
-16.717362000999934,13.314655303000167
-16.717362000999934,13.36465530300017
-16.717362000999934,13.41465530300017
-16.667362000999933,13.214655303000168
-16.667362000999933,13.264655303000168
-16.667362000999933,13.314655303000167
-16.667362000999933,13.36465530300017
-16.667362000999933,13.41465530300017
-16.667362000999933,13.464655303000171
-16.617362000999933,13.214655303000168
-16.617362000999933,13.264655303000168
-16.617362000999933,13.314655303000167
-16.617362000999933,13.36465530300017
-16.617362000999933,13.41465530300017
-16.617362000999933,13.464655303000171
-16.567362000999932,13.214655303000168
-16.567362000999932,13.264655303000168
-16.567362000999932,13.314655303000167
-16.567362000999932,13.36465530300017
-16.567362000999932,13.41465530300017
-16.567362000999932,13.464655303000171
-16.51736200099993,13.214655303000168
-16.51736200099993,13.264655303000168
-16.51736200099993,13.314655303000167
-16.51736200099993,13.36465530300017
-16.51736200099993,13.41465530300017
-16.51736200099993,13.464655303000171
-16.51736200099993,13.514655303000172
-16.51736200099993,13.564655303000173
-16.46736200099993,13.214655303000168
-16.46736200099993,13.264655303000168
-16.46736200099993,13.314655303000167
-16.46736200099993,13.36465530300017
-16.46736200099993,13.41465530300017
-16.46736200099993,13.464655303000171
-16.46736200099993,13.514655303000172
-16.46736200099993,13.564655303000173
-16.41736200099993,13.164655303000169
-16.41736200099993,13.214655303000168
-16.41736200099993,13.264655303000168
-16.41736200099993,13.314655303000167
-16.41736200099993,13.36465530300017
-16.41736200099993,13.41465530300017
-16.41736200099993,13.464655303000171
-16.41736200099993,13.514655303000172
-16.41736200099993,13.564655303000173
-16.36736200099993,13.214655303000168
-16.36736200099993,13.264655303000168
-16.36736200099993,13.314655303000167
-16.36736200099993,13.36465530300017
-16.36736200099993,13.41465530300017
-16.36736200099993,13.464655303000171
-16.36736200099993,13.514655303000172
-16.36736200099993,13.564655303000173
-16.31736200099993,13.214655303000168
-16.31736200099993,13.264655303000168
-16.31736200099993,13.314655303000167
-16.31736200099993,13.36465530300017
-16.31736200099993,13.41465530300017
-16.31736200099993,13.464655303000171
-16.31736200099993,13.514655303000172
-16.31736200099993,13.564655303000173
-16.267362000999928,13.164655303000169
-16.267362000999928,13.214655303000168
-16.267362000999928,13.264655303000168
-16.267362000999928,13.314655303000167
-16.267362000999928,13.36465530300017
-16.267362000999928,13.41465530300017
-16.267362000999928,13.464655303000171
-16.267362000999928,13.514655303000172
-16.267362000999928,13.564655303000173
-16.217362000999927,13.164655303000169
-16.217362000999927,13.214655303000168
-16.217362000999927,13.264655303000168
-16.217362000999927,13.314655303000167
-16.217362000999927,13.36465530300017
-16.217362000999927,13.41465530300017
-16.217362000999927,13.464655303000171
-16.217362000999927,13.514655303000172
-16.217362000999927,13.564655303000173
-16.167362000999926,13.164655303000169
-16.167362000999926,13.214655303000168
-16.167362000999926,13.264655303000168
-16.167362000999926,13.314655303000167
-16.167362000999926,13.36465530300017
-16.167362000999926,13.41465530300017
-16.167362000999926,13.464655303000171
-16.167362000999926,13.514655303000172
-16.167362000999926,13.564655303000173
-16.117362000999925,13.164655303000169
-16.117362000999925,13.214655303000168
-16.117362000999925,13.264655303000168
-16.117362000999925,13.314655303000167
-16.117362000999925,13.36465530300017
-16.117362000999925,13.41465530300017
-16.117362000999925,13.464655303000171
-16.117362000999925,13.514655303000172
-16.117362000999925,13.564655303000173
-16.067362000999925,13.164655303000169
-16.067362000999925,13.214655303000168
-16.067362000999925,13.264655303000168
-16.067362000999925,13.314655303000167
-16.067362000999925,13.36465530300017
-16.067362000999925,13.41465530300017
-16.067362000999925,13.464655303000171
-16.067362000999925,13.514655303000172
-16.067362000999925,13.564655303000173
-16.017362000999924,13.164655303000169
