lon,lat
-16.787362000999934,13.274655303000161
-16.787362000999934,13.30465530300016
-16.787362000999934,13.33465530300016
-16.787362000999934,13.36465530300016
-16.757362000999933,13.094655303000165
-16.757362000999933,13.124655303000164
-16.757362000999933,13.154655303000164
-16.757362000999933,13.184655303000163
-16.757362000999933,13.214655303000162
-16.757362000999933,13.244655303000162
-16.757362000999933,13.274655303000161
-16.757362000999933,13.30465530300016
-16.757362000999933,13.33465530300016
-16.757362000999933,13.36465530300016
-16.757362000999933,13.394655303000158
-16.727362000999932,13.124655303000164
-16.727362000999932,13.154655303000164
-16.727362000999932,13.184655303000163
-16.727362000999932,13.214655303000162
-16.727362000999932,13.244655303000162
-16.727362000999932,13.274655303000161
-16.727362000999932,13.30465530300016
-16.727362000999932,13.33465530300016
-16.727362000999932,13.36465530300016
-16.727362000999932,13.394655303000158
-16.727362000999932,13.424655303000158
-16.69736200099993,13.184655303000163
-16.69736200099993,13.214655303000162
-16.69736200099993,13.244655303000162
-16.69736200099993,13.274655303000161
-16.69736200099993,13.30465530300016
-16.69736200099993,13.33465530300016
-16.69736200099993,13.36465530300016
-16.69736200099993,13.394655303000158
-16.69736200099993,13.424655303000158
-16.69736200099993,13.454655303000157
-16.66736200099993,13.184655303000163
-16.66736200099993,13.214655303000162
-16.66736200099993,13.244655303000162
-16.66736200099993,13.274655303000161
-16.66736200099993,13.30465530300016
-16.66736200099993,13.33465530300016
-16.66736200099993,13.36465530300016
-16.66736200099993,13.394655303000158
-16.66736200099993,13.424655303000158
-16.66736200099993,13.454655303000157
-16.66736200099993,13.484655303000157
-16.63736200099993,13.184655303000163
-16.63736200099993,13.214655303000162
-16.63736200099993,13.244655303000162
-16.63736200099993,13.274655303000161
-16.63736200099993,13.30465530300016
-16.63736200099993,13.33465530300016
-16.63736200099993,13.36465530300016
-16.63736200099993,13.394655303000158
-16.63736200099993,13.424655303000158
-16.63736200099993,13.454655303000157
-16.607362000999927,13.184655303000163
-16.607362000999927,13.214655303000162
-16.607362000999927,13.244655303000162
-16.607362000999927,13.274655303000161
-16.607362000999927,13.30465530300016
-16.607362000999927,13.33465530300016
-16.607362000999927,13.36465530300016
-16.607362000999927,13.394655303000158
-16.607362000999927,13.424655303000158
-16.607362000999927,13.454655303000157
-16.577362000999926,13.184655303000163
-16.577362000999926,13.214655303000162
-16.577362000999926,13.244655303000162
-16.577362000999926,13.274655303000161
-16.577362000999926,13.30465530300016
-16.577362000999926,13.33465530300016
-16.577362000999926,13.36465530300016
-16.577362000999926,13.394655303000158
-16.577362000999926,13.424655303000158
-16.577362000999926,13.454655303000157
-16.547362000999925,13.184655303000163
-16.547362000999925,13.214655303000162
-16.547362000999925,13.244655303000162
-16.547362000999925,13.274655303000161
-16.547362000999925,13.30465530300016
-16.547362000999925,13.33465530300016
-16.547362000999925,13.36465530300016
-16.547362000999925,13.394655303000158
-16.547362000999925,13.424655303000158
-16.547362000999925,13.454655303000157
-16.547362000999925,13.484655303000157
-16.517362000999924,13.184655303000163
-16.517362000999924,13.214655303000162
-16.517362000999924,13.244655303000162
-16.517362000999924,13.274655303000161
-16.517362000999924,13.30465530300016
-16.517362000999924,13.33465530300016
-16.517362000999924,13.36465530300016
-16.517362000999924,13.394655303000158
-16.517362000999924,13.424655303000158
-16.517362000999924,13.454655303000157
-16.517362000999924,13.484655303000157
-16.517362000999924,13.514655303000156
-16.517362000999924,13.544655303000155
-16.517362000999924,13.574655303000155
-16.487362000999923,13.184655303000163
-16.487362000999923,13.214655303000162
-16.487362000999923,13.244655303000162
-16.487362000999923,13.274655303000161
-16.487362000999923,13.30465530300016
-16.487362000999923,13.33465530300016
-16.487362000999923,13.36465530300016
-16.487362000999923,13.394655303000158
-16.487362000999923,13.424655303000158
