,latitude,longitude
0,-0.822925806380689,36.75169067378572
1,-0.7729258063806892,36.75169067378572
2,-0.7229258063806894,36.75169067378572
3,-0.6729258063806896,36.75169067378572
4,-0.6229258063806897,36.75169067378572
5,-0.5729258063806899,36.75169067378572
6,-0.822925806380689,36.801690673785714
7,-0.7729258063806892,36.801690673785714
8,-0.7229258063806894,36.801690673785714
9,-0.6729258063806896,36.801690673785714
10,-0.6229258063806897,36.801690673785714
11,-0.5729258063806899,36.801690673785714
12,-0.8729258063806888,36.85169067378571
13,-0.822925806380689,36.85169067378571
14,-0.7729258063806892,36.85169067378571
15,-0.7229258063806894,36.85169067378571
16,-0.6729258063806896,36.85169067378571
17,-0.6229258063806897,36.85169067378571
18,-0.8729258063806888,36.90169067378571
19,-0.822925806380689,36.90169067378571
20,-0.7729258063806892,36.90169067378571
21,-0.7229258063806894,36.90169067378571
22,-0.6729258063806896,36.90169067378571
23,-0.6229258063806897,36.90169067378571
24,-0.9229258063806888,36.951690673785706
25,-0.8729258063806888,36.951690673785706
26,-0.822925806380689,36.951690673785706
27,-0.7729258063806892,36.951690673785706
28,-0.7229258063806894,36.951690673785706
29,-0.6729258063806896,36.951690673785706
30,-0.6229258063806897,36.951690673785706
31,-0.9729258063806884,37.0016906737857
32,-0.9229258063806888,37.0016906737857
33,-0.8729258063806888,37.0016906737857
34,-0.822925806380689,37.0016906737857
35,-0.7729258063806892,37.0016906737857
36,-0.7229258063806894,37.0016906737857
37,-0.6729258063806896,37.0016906737857
38,-0.6229258063806897,37.0016906737857
39,-1.0229258063806883,37.0516906737857
40,-0.9729258063806884,37.0516906737857
41,-0.9229258063806888,37.0516906737857
42,-0.8729258063806888,37.0516906737857
43,-0.822925806380689,37.0516906737857
44,-0.7729258063806892,37.0516906737857
45,-0.7229258063806894,37.0516906737857
46,-0.6729258063806896,37.0516906737857
47,-0.6229258063806897,37.0516906737857
48,-1.0229258063806883,37.1016906737857
49,-0.9729258063806884,37.1016906737857
50,-0.9229258063806888,37.1016906737857
51,-0.8729258063806888,37.1016906737857
52,-0.822925806380689,37.1016906737857
53,-0.7729258063806892,37.1016906737857
54,-0.7229258063806894,37.1016906737857
55,-0.6729258063806896,37.1016906737857
56,-1.0229258063806883,37.151690673785694
57,-0.9729258063806884,37.151690673785694
58,-0.9229258063806888,37.151690673785694
59,-0.8729258063806888,37.151690673785694
60,-0.822925806380689,37.151690673785694
61,-0.7729258063806892,37.151690673785694
